planning.unit,number,available,partial,reserved
2369,100,96,0,4
2368,100,96,0,4
2367,100,95,1,4
2366,100,94,1,5
2365,100,94,1,5
2364,100,88,3,9
2363,100,76,6,18
2362,100,58,12,30
2361,100,36,17,47
2360,100,19,23,58
2359,100,2,33,65
2358,100,3,33,64
2297,100,100,0,0
2296,100,100,0,0
2295,100,100,0,0
2294,100,100,0,0
2293,100,100,0,0
2292,100,99,0,1
2291,100,100,0,0
2290,100,100,0,0
2289,100,100,0,0
2288,100,100,0,0
2287,100,100,0,0
2286,100,100,0,0
2285,100,100,0,0
2284,100,100,0,0
2283,100,100,0,0
2282,100,100,0,0
2281,100,100,0,0
2280,100,100,0,0
2279,100,97,0,3
2278,100,96,0,4
2277,100,96,0,4
2276,100,96,0,4
2275,100,96,0,4
2274,100,96,0,4
2273,100,95,0,5
2272,100,93,1,6
2271,100,87,1,12
2270,100,73,7,20
2269,100,46,15,39
2268,100,19,23,58
2267,100,2,33,65
2205,100,100,0,0
2204,100,100,0,0
2203,100,100,0,0
2202,100,100,0,0
2201,100,100,0,0
2200,100,100,0,0
2199,100,100,0,0
2198,100,100,0,0
2197,100,100,0,0
2196,100,100,0,0
2195,100,100,0,0
2194,100,100,0,0
2193,100,100,0,0
2192,100,100,0,0
2191,100,100,0,0
2190,100,100,0,0
2189,100,100,0,0
2188,100,98,0,2
2187,100,98,0,2
2186,100,98,0,2
2185,100,98,0,2
2184,100,98,0,2
2183,100,98,0,2
2182,100,98,0,2
2181,100,98,0,2
2180,100,98,0,2
2179,100,98,0,2
2178,100,100,0,0
2177,100,88,2,10
2176,100,88,2,10
2115,100,100,0,0
2114,100,100,0,0
2113,100,97,0,3
2112,100,100,0,0
2111,100,100,0,0
2110,100,100,0,0
2109,100,100,0,0
2108,100,100,0,0
2107,100,100,0,0
2106,100,100,0,0
2105,100,100,0,0
2104,100,100,0,0
2103,100,100,0,0
2102,100,100,0,0
2101,100,100,0,0
2100,100,100,0,0
2099,100,100,0,0
2098,100,98,0,2
2097,100,98,0,2
2096,100,98,0,2
2095,100,98,0,2
2094,100,98,0,2
2093,100,98,0,2
2092,100,98,0,2
2091,100,98,0,2
2090,100,100,0,0
2089,100,100,0,0
2088,100,100,0,0
2087,100,100,0,0
2025,100,100,0,0
2024,100,100,0,0
2023,100,100,0,0
2022,100,100,0,0
2021,100,100,0,0
2020,100,99,0,1
2019,100,100,0,0
2018,100,100,0,0
2017,100,100,0,0
2016,100,100,0,0
2015,100,100,0,0
2014,100,100,0,0
2013,100,100,0,0
2012,100,100,0,0
2011,100,100,0,0
2010,100,100,0,0
2009,100,100,0,0
2008,100,100,0,0
2007,100,100,0,0
2006,100,100,0,0
2005,100,100,0,0
2004,100,100,0,0
2003,100,100,0,0
2002,100,100,0,0
2001,100,100,0,0
2000,100,100,0,0
1999,100,100,0,0
1998,100,96,0,4
1997,100,100,0,0
1996,100,100,0,0
1995,100,100,0,0
1994,100,100,0,0
1993,100,97,0,3
1992,100,100,0,0
1938,100,100,0,0
1937,100,100,0,0
1936,100,100,0,0
1935,100,100,0,0
1934,100,99,0,1
1933,100,100,0,0
1932,100,100,0,0
1931,100,100,0,0
1930,100,100,0,0
1929,100,100,0,0
1928,100,100,0,0
1927,100,100,0,0
1926,100,100,0,0
1925,100,100,0,0
1924,100,100,0,0
1923,100,100,0,0
1922,100,100,0,0
1921,100,100,0,0
1920,100,100,0,0
1919,100,100,0,0
1918,100,100,0,0
1917,100,100,0,0
1916,100,100,0,0
1915,100,100,0,0
1914,100,98,0,2
1913,100,100,0,0
1912,100,100,0,0
1911,100,100,0,0
1910,100,100,0,0
1909,100,100,0,0
1908,100,100,0,0
1907,100,100,0,0
1906,100,100,0,0
1905,100,100,0,0
1904,100,98,2,0
1903,100,100,0,0
1855,100,100,0,0
1854,100,96,0,4
1853,100,100,0,0
1852,100,100,0,0
1851,100,100,0,0
1850,100,94,0,6
1849,100,100,0,0
1848,100,100,0,0
1847,100,100,0,0
1846,100,100,0,0
1845,100,100,0,0
1844,100,100,0,0
1843,100,100,0,0
1842,100,100,0,0
1841,100,100,0,0
1840,100,100,0,0
1839,100,100,0,0
1838,100,100,0,0
1837,100,100,0,0
1836,100,100,0,0
1835,100,100,0,0
1834,100,100,0,0
1833,100,100,0,0
1832,100,100,0,0
1831,100,100,0,0
1830,100,100,0,0
1829,100,100,0,0
1828,100,99,0,1
1827,100,92,1,7
1826,100,60,14,26
1825,100,42,22,36
1824,100,37,24,39
1823,100,42,22,36
1822,100,54,16,30
1821,100,100,0,0
1820,100,100,0,0
1819,100,100,0,0
1818,100,100,0,0
1817,100,21,11,68
1816,100,63,18,19
1770,100,100,0,0
1769,100,100,0,0
1768,100,100,0,0
1767,100,100,0,0
1766,100,100,0,0
1765,100,100,0,0
1764,100,100,0,0
1763,100,100,0,0
1762,100,100,0,0
1761,100,100,0,0
1760,100,100,0,0
1759,100,100,0,0
1758,100,100,0,0
1757,100,100,0,0
1756,100,100,0,0
1755,100,100,0,0
1754,100,100,0,0
1753,100,100,0,0
1752,100,100,0,0
1751,100,100,0,0
1750,100,100,0,0
1749,100,100,0,0
1748,100,100,0,0
1747,100,100,0,0
1746,100,100,0,0
1745,100,99,0,1
1744,100,91,2,7
1743,100,56,15,29
1742,100,35,26,39
1741,100,18,33,49
1740,100,24,29,47
1739,100,39,22,39
1738,100,100,0,0
1737,100,100,0,0
1736,100,100,0,0
1735,100,100,0,0
1734,100,98,2,0
1733,100,68,31,1
1732,100,15,84,1
1691,100,100,0,0
1690,100,100,0,0
1689,100,100,0,0
1688,100,100,0,0
1687,100,100,0,0
1686,100,100,0,0
1685,100,100,0,0
1684,100,100,0,0
1683,100,100,0,0
1682,100,97,0,3
1681,100,100,0,0
1680,100,100,0,0
1679,100,100,0,0
1678,100,100,0,0
1677,100,100,0,0
1676,100,100,0,0
1675,100,100,0,0
1674,100,100,0,0
1673,100,100,0,0
1672,100,100,0,0
1671,100,100,0,0
1670,100,100,0,0
1669,100,100,0,0
1668,100,100,0,0
1667,100,100,0,0
1666,100,100,0,0
1665,100,100,0,0
1664,100,100,0,0
1663,100,99,1,0
1662,100,96,2,2
1661,100,69,12,19
1660,100,46,22,32
1659,100,26,28,46
1658,100,27,26,47
1657,100,38,22,40
1656,100,91,3,6
1655,100,100,0,0
1654,100,100,0,0
1653,100,100,0,0
1652,100,100,0,0
1651,100,100,0,0
1650,100,96,4,0
1649,100,9,91,0
1610,100,93,5,2
1609,100,92,6,2
1608,100,100,0,0
1607,100,100,0,0
1606,100,100,0,0
1605,100,54,0,46
1604,100,92,0,8
1603,100,100,0,0
1602,100,100,0,0
1601,100,100,0,0
1600,100,94,0,6
1599,100,100,0,0
1598,100,100,0,0
1597,100,100,0,0
1596,100,100,0,0
1595,100,100,0,0
1594,100,100,0,0
1593,100,100,0,0
1592,100,100,0,0
1591,100,100,0,0
1590,100,100,0,0
1589,100,100,0,0
1588,100,100,0,0
1587,100,100,0,0
1586,100,100,0,0
1585,100,100,0,0
1584,100,100,0,0
1583,100,100,0,0
1582,100,99,1,0
1581,100,99,1,0
1580,100,87,6,7
1579,100,73,10,17
1578,100,56,16,28
1577,100,47,19,34
1576,100,49,18,33
1575,100,100,0,0
1574,100,100,0,0
1573,100,100,0,0
1572,100,100,0,0
1571,100,100,0,0
1570,100,100,0,0
1569,100,100,0,0
1568,100,100,0,0
1567,100,1,28,71
1529,100,97,0,3
1528,100,100,0,0
1527,100,99,1,0
1526,100,100,0,0
1525,100,100,0,0
1524,100,93,0,7
1523,100,99,0,1
1522,100,98,0,2
1521,100,100,0,0
1520,100,100,0,0
1519,100,97,0,3
1518,100,98,2,0
1517,100,100,0,0
1516,100,100,0,0
1515,100,100,0,0
1514,100,100,0,0
1513,100,100,0,0
1512,100,100,0,0
1511,100,100,0,0
1510,100,100,0,0
1509,100,100,0,0
1508,100,100,0,0
1507,100,100,0,0
1506,100,100,0,0
1505,100,100,0,0
1504,100,100,0,0
1503,100,100,0,0
1502,100,99,1,0
1501,100,99,1,0
1500,100,98,2,0
1499,100,95,3,2
1498,100,86,6,8
1497,100,77,10,13
1496,100,71,12,17
1495,100,71,13,16
1494,100,62,15,23
1493,100,100,0,0
1492,100,100,0,0
1491,100,100,0,0
1490,100,100,0,0
1489,100,100,0,0
1488,100,100,0,0
1487,100,1,28,71
1449,100,100,0,0
1448,100,100,0,0
1447,100,100,0,0
1446,100,100,0,0
1445,100,98,0,2
1444,100,96,0,4
1443,100,99,0,1
1442,100,98,0,2
1441,100,100,0,0
1440,100,100,0,0
1439,100,96,0,4
1438,100,93,0,7
1437,100,100,0,0
1436,100,100,0,0
1435,100,100,0,0
1434,100,100,0,0
1433,100,100,0,0
1432,100,100,0,0
1431,100,100,0,0
1430,100,100,0,0
1429,100,100,0,0
1428,100,100,0,0
1427,100,100,0,0
1426,100,100,0,0
1425,100,100,0,0
1424,100,99,1,0
1423,100,99,1,0
1422,100,98,2,0
1421,100,97,2,1
1420,100,94,2,4
1419,100,81,7,12
1418,100,71,13,16
1417,100,66,15,19
1416,100,41,23,36
1415,100,40,22,38
1414,100,37,22,41
1413,100,100,0,0
1412,100,93,0,7
1411,100,100,0,0
1410,100,100,0,0
1409,100,100,0,0
1408,100,0,60,40
1375,100,100,0,0
1374,100,100,0,0
1373,100,100,0,0
1372,100,82,15,3
1371,100,100,0,0
1370,100,97,0,3
1369,100,100,0,0
1368,100,100,0,0
1367,100,100,0,0
1366,100,98,0,2
1365,100,99,0,1
1364,100,99,0,1
1363,100,99,0,1
1362,100,97,0,3
1361,100,100,0,0
1360,100,100,0,0
1359,100,100,0,0
1358,100,100,0,0
1357,100,100,0,0
1356,100,100,0,0
1355,100,100,0,0
1354,100,100,0,0
1353,100,100,0,0
1352,100,100,0,0
1351,100,100,0,0
1350,100,100,0,0
1349,100,100,0,0
1348,100,100,0,0
1347,100,99,1,0
1346,100,99,1,0
1345,100,99,1,0
1344,100,98,1,1
1343,100,97,1,2
1342,100,87,5,8
1341,100,79,10,11
1340,100,74,13,13
1339,100,55,18,27
1338,100,47,18,35
1337,100,40,19,41
1336,100,50,14,36
1335,100,100,0,0
1334,100,100,0,0
1333,100,100,0,0
1332,100,100,0,0
1331,100,31,60,9
1314,100,41,59,0
1313,100,91,0,9
1312,100,100,0,0
1311,100,100,0,0
1298,100,99,1,0
1297,100,100,0,0
1296,100,100,0,0
1295,100,65,25,10
1294,100,91,0,9
1293,100,100,0,0
1292,100,100,0,0
1291,100,100,0,0
1290,100,100,0,0
1289,100,99,0,1
1288,100,98,0,2
1287,100,99,0,1
1286,100,100,0,0
1285,100,100,0,0
1284,100,100,0,0
1283,100,100,0,0
1282,100,100,0,0
1281,100,100,0,0
1280,100,100,0,0
1279,100,100,0,0
1278,100,100,0,0
1277,100,100,0,0
1276,100,100,0,0
1275,100,100,0,0
1274,100,100,0,0
1273,100,100,0,0
1272,100,99,1,0
1271,100,99,1,0
1270,100,99,1,0
1269,100,98,1,1
1268,100,97,1,2
1267,100,89,4,7
1266,100,83,7,10
1265,100,81,8,11
1264,100,65,13,22
1263,100,55,13,32
1262,100,52,13,35
1261,100,52,13,35
1260,100,69,8,23
1259,100,100,0,0
1258,100,100,0,0
1257,100,100,0,0
1256,100,100,0,0
1255,100,36,17,47
1239,100,41,59,0
1238,100,100,0,0
1237,100,100,0,0
1236,100,100,0,0
1235,100,12,34,54
1224,100,91,2,7
1223,100,100,0,0
1222,100,96,4,0
1221,100,49,31,20
1220,100,55,20,25
1219,100,70,8,22
1218,100,100,0,0
1217,100,98,0,2
1216,100,100,0,0
1215,100,98,0,2
1214,100,97,0,3
1213,100,100,0,0
1212,100,100,0,0
1211,100,100,0,0
1210,100,100,0,0
1209,100,100,0,0
1208,100,100,0,0
1207,100,100,0,0
1206,100,100,0,0
1205,100,100,0,0
1204,100,100,0,0
1203,100,100,0,0
1202,100,100,0,0
1201,100,100,0,0
1200,100,100,0,0
1199,100,99,1,0
1198,100,98,2,0
1197,100,98,2,0
1196,100,97,2,1
1195,100,95,3,2
1194,100,88,5,7
1193,100,85,6,9
1192,100,83,6,11
1191,100,78,7,15
1190,100,73,7,20
1189,100,72,7,21
1188,100,70,7,23
1187,100,72,7,21
1186,100,100,0,0
1185,100,100,0,0
1184,100,100,0,0
1183,100,24,26,50
1182,100,8,29,63
1167,100,60,10,30
1166,100,96,4,0
1165,100,100,0,0
1164,100,100,0,0
1163,100,100,0,0
1162,100,13,34,53
1161,100,5,38,57
1160,100,16,29,55
1159,100,3,33,64
1158,100,14,24,62
1157,100,1,26,73
1152,100,93,1,6
1151,100,68,6,26
1150,100,65,21,14
1149,100,56,18,26
1148,100,58,5,37
1147,100,47,11,42
1146,100,55,10,35
1145,100,100,0,0
1144,100,94,0,6
1143,100,100,0,0
1142,100,98,0,2
1141,100,95,0,5
1140,100,98,0,2
1139,100,100,0,0
1138,100,100,0,0
1137,100,100,0,0
1136,100,100,0,0
1135,100,100,0,0
1134,100,100,0,0
1133,100,100,0,0
1132,100,100,0,0
1131,100,100,0,0
1130,100,100,0,0
1129,100,99,1,0
1128,100,99,1,0
1127,100,98,2,0
1126,100,98,2,0
1125,100,98,2,0
1124,100,97,2,1
1123,100,95,3,2
1122,100,85,6,9
1121,100,84,6,10
1120,100,83,6,11
1119,100,77,6,17
1118,100,76,6,18
1117,100,75,6,19
1116,100,76,5,19
1115,100,78,5,17
1114,100,100,0,0
1113,100,100,0,0
1112,100,100,0,0
1111,100,100,0,0
1101,100,67,19,14
1100,100,62,16,22
1099,100,100,0,0
1098,100,99,0,1
1097,100,100,0,0
1095,100,67,8,25
1094,100,100,0,0
1093,100,100,0,0
1092,100,100,0,0
1091,100,8,37,55
1090,100,11,37,52
1089,100,5,38,57
1088,100,9,34,57
1087,100,15,27,58
1086,100,8,25,67
1085,100,1,26,73
1084,100,3,24,73
1081,100,99,0,1
1080,100,80,3,17
1079,100,61,8,31
1078,100,55,11,34
1077,100,57,11,32
1076,100,68,4,28
1075,100,64,4,32
1074,100,73,4,23
1073,100,98,0,2
1072,100,100,0,0
1071,100,100,0,0
1070,100,99,0,1
1069,100,100,0,0
1068,100,100,0,0
1067,100,100,0,0
1066,100,100,0,0
1065,100,100,0,0
1064,100,100,0,0
1063,100,100,0,0
1062,100,100,0,0
1061,100,100,0,0
1060,100,100,0,0
1059,100,100,0,0
1058,100,99,1,0
1057,100,99,1,0
1056,100,98,2,0
1055,100,97,3,0
1054,100,97,3,0
1053,100,96,3,1
1052,100,94,4,2
1051,100,79,7,14
1050,100,79,7,14
1049,100,78,7,15
1048,100,75,7,18
1047,100,74,6,20
1046,100,72,7,21
1045,100,70,7,23
1044,100,67,9,24
1043,100,71,5,24
1042,100,69,6,25
1041,100,69,6,25
1032,100,100,0,0
1031,100,80,0,20
1030,100,93,3,4
1029,100,100,0,0
1028,100,100,0,0
1027,100,100,0,0
1026,100,100,0,0
1025,100,95,1,4
1023,100,100,0,0
1022,100,100,0,0
1021,100,95,2,3
1020,100,8,35,57
1019,100,19,29,52
1018,100,17,29,54
1017,100,15,28,57
1016,100,14,24,62
1015,100,11,25,64
1014,100,7,24,69
1013,100,1,24,75
1012,100,100,0,0
1011,100,97,0,3
1010,100,77,0,23
1009,100,63,3,34
1008,100,60,7,33
1007,100,62,9,29
1006,100,71,3,26
1005,100,73,3,24
1004,100,82,2,16
1003,100,100,0,0
1002,100,100,0,0
1001,100,100,0,0
1000,100,100,0,0
999,100,100,0,0
998,100,100,0,0
997,100,100,0,0
996,100,99,1,0
995,100,99,1,0
994,100,99,1,0
993,100,99,1,0
992,100,99,1,0
991,100,99,1,0
990,100,99,1,0
989,100,98,2,0
988,100,98,2,0
987,100,97,3,0
986,100,97,3,0
985,100,97,3,0
984,100,95,3,2
983,100,90,6,4
982,100,61,10,29
981,100,51,14,35
980,100,38,18,44
979,100,33,18,49
978,100,29,17,54
977,100,24,20,56
976,100,25,19,56
975,100,40,15,45
974,100,49,8,43
973,100,49,9,42
972,100,49,9,42
971,100,24,15,61
966,100,100,0,0
965,100,100,0,0
964,100,100,0,0
963,100,11,9,80
962,100,100,0,0
961,100,100,0,0
960,100,100,0,0
959,100,100,0,0
958,100,100,0,0
957,100,100,0,0
956,100,59,8,33
955,100,2,31,67
954,100,10,33,57
953,100,11,33,56
952,100,8,30,62
951,100,15,25,60
950,100,7,31,62
949,100,23,21,56
948,100,16,20,64
947,100,11,21,68
946,100,20,17,63
945,100,10,19,71
944,100,47,8,45
943,100,46,7,47
942,100,56,4,40
941,100,53,5,42
940,100,60,7,33
939,100,49,10,41
938,100,63,11,26
937,100,67,1,32
936,100,69,6,25
935,100,81,1,18
934,100,100,0,0
933,100,100,0,0
932,100,100,0,0
931,100,100,0,0
930,100,100,0,0
929,100,100,0,0
928,100,99,1,0
927,100,99,1,0
926,100,99,1,0
925,100,99,1,0
924,100,99,1,0
923,100,99,1,0
922,100,99,1,0
921,100,97,3,0
920,100,97,3,0
919,100,97,3,0
918,100,97,3,0
917,100,96,4,0
916,100,92,6,2
915,100,82,12,6
914,100,31,18,51
913,100,19,21,60
912,100,10,24,66
911,100,4,26,70
910,100,4,24,72
909,100,1,24,75
908,100,3,22,75
907,100,25,17,58
906,100,30,12,58
905,100,24,15,61
904,100,24,15,61
903,100,24,15,61
902,100,44,6,50
901,100,0,27,73
900,100,0,27,73
899,100,19,18,63
898,100,100,0,0
897,100,100,0,0
896,100,100,0,0
895,100,48,9,43
894,100,67,11,22
893,100,74,11,15
892,100,79,11,10
891,100,63,15,22
890,100,100,0,0
889,100,30,27,43
888,100,28,27,45
887,100,14,31,55
886,100,5,39,56
885,100,10,37,53
884,100,13,33,54
883,100,10,28,62
882,100,18,20,62
881,100,18,19,63
880,100,9,24,67
879,100,10,20,70
878,100,9,17,74
877,100,47,11,42
876,100,47,7,46
875,100,48,8,44
874,100,56,9,35
873,100,61,10,29
872,100,59,7,34
871,100,61,3,36
870,100,60,6,34
869,100,66,3,31
868,100,70,3,27
867,100,100,0,0
866,100,100,0,0
865,100,100,0,0
864,100,100,0,0
863,100,100,0,0
862,100,100,0,0
861,100,99,1,0
860,100,99,1,0
859,100,99,1,0
858,100,99,1,0
857,100,99,1,0
856,100,99,1,0
855,100,99,1,0
854,100,97,3,0
853,100,97,3,0
852,100,97,3,0
851,100,97,3,0
850,100,96,4,0
849,100,86,10,4
848,100,71,19,10
847,100,11,30,59
846,100,4,30,66
845,100,4,28,68
844,100,6,25,69
843,100,5,23,72
842,100,4,22,74
841,100,5,20,75
840,100,27,13,60
839,100,26,12,62
838,100,22,16,62
837,100,22,15,63
836,100,23,15,62
835,100,28,12,60
834,100,35,8,57
833,100,34,8,58
832,100,45,6,49
831,100,15,28,57
830,100,15,30,55
829,100,16,31,53
828,100,21,32,47
827,100,55,20,25
826,100,64,17,19
825,100,75,15,10
824,100,48,28,24
823,100,31,34,35
822,100,12,40,48
821,100,15,36,49
820,100,7,38,55
819,100,5,41,54
818,100,4,40,56
817,100,12,35,53
816,100,24,23,53
815,100,8,22,70
814,100,18,19,63
813,100,15,22,63
812,100,10,23,67
811,100,51,8,41
810,100,63,8,29
809,100,54,8,38
808,100,61,10,29
807,100,55,9,36
806,100,51,10,39
805,100,58,7,35
804,100,62,3,35
803,100,72,1,27
802,100,67,4,29
801,100,98,0,2
800,100,100,0,0
799,100,100,0,0
798,100,100,0,0
797,100,100,0,0
796,100,100,0,0
795,100,99,1,0
794,100,99,1,0
793,100,99,1,0
792,100,99,1,0
791,100,99,1,0
790,100,99,1,0
789,100,99,1,0
788,100,97,3,0
787,100,97,3,0
786,100,97,3,0
785,100,97,3,0
784,100,96,4,0
783,100,79,19,2
782,100,63,26,11
781,100,4,34,62
780,100,5,31,64
779,100,3,30,67
778,100,7,24,69
777,100,6,22,72
776,100,5,22,73
775,100,11,16,73
774,100,24,14,62
773,100,7,26,67
772,100,2,31,67
771,100,3,30,67
770,100,4,29,67
769,100,20,15,65
768,100,18,12,70
767,100,17,12,71
766,100,20,17,63
765,100,0,34,66
764,100,5,34,61
763,100,4,36,60
762,100,17,33,50
761,100,93,6,1
760,100,96,4,0
759,100,94,6,0
758,100,42,32,26
757,100,21,40,39
756,100,3,46,51
755,100,6,43,51
754,100,13,39,48
753,100,8,41,51
752,100,9,38,53
751,100,16,27,57
750,100,13,26,61
749,100,16,20,64
748,100,9,22,69
747,100,12,24,64
746,100,37,19,44
745,100,49,10,41
744,100,56,8,36
743,100,50,12,38
742,100,53,10,37
741,100,60,7,33
740,100,60,8,32
739,100,62,6,32
738,100,79,1,20
737,100,69,2,29
736,100,94,2,4
735,100,100,0,0
734,100,100,0,0
733,100,100,0,0
732,100,100,0,0
731,100,99,1,0
730,100,99,1,0
729,100,99,1,0
728,100,99,1,0
727,100,99,1,0
726,100,99,1,0
725,100,99,1,0
724,100,86,12,2
723,100,78,18,4
722,100,86,14,0
721,100,100,0,0
720,100,100,0,0
719,100,97,3,0
718,100,88,10,2
717,100,2,35,63
716,100,4,32,64
715,100,7,27,66
714,100,8,23,69
713,100,12,19,69
712,100,13,19,68
711,100,12,16,72
710,100,17,18,65
709,100,4,29,67
708,100,2,31,67
707,100,3,30,67
706,100,4,29,67
705,100,20,14,66
704,100,14,14,72
703,100,14,15,71
702,100,18,19,63
701,100,0,34,66
700,100,5,34,61
699,100,1,39,60
698,100,19,34,47
697,100,90,9,1
696,100,100,0,0
695,100,90,10,0
694,100,44,31,25
693,100,22,40,38
692,100,3,46,51
691,100,7,43,50
690,100,12,39,49
689,100,2,43,55
688,100,16,36,48
687,100,16,33,51
686,100,19,30,51
685,100,12,28,60
684,100,10,26,64
683,100,47,14,39
682,100,55,7,38
681,100,66,8,26
680,100,74,4,22
679,100,67,9,24
678,100,63,10,27
677,100,74,4,22
676,100,71,5,24
675,100,72,2,26
674,100,73,0,27
673,100,93,0,7
672,100,100,0,0
671,100,100,0,0
670,100,100,0,0
669,100,99,1,0
668,100,99,1,0
667,100,99,1,0
666,100,99,1,0
665,100,99,1,0
664,100,100,0,0
663,100,74,19,7
662,100,52,38,10
661,100,77,23,0
660,100,91,9,0
659,100,90,10,0
658,100,93,7,0
657,100,100,0,0
656,100,14,24,62
655,100,14,22,64
654,100,15,20,65
653,100,21,17,62
652,100,21,17,62
651,100,16,16,68
650,100,10,16,74
649,100,17,18,65
648,100,4,29,67
647,100,3,30,67
646,100,1,31,68
645,100,5,27,68
644,100,26,10,64
643,100,17,13,70
642,100,15,15,70
641,100,20,18,62
640,100,10,29,61
639,100,4,34,62
638,100,5,35,60
637,100,99,0,1
636,100,100,0,0
635,100,100,0,0
634,100,91,9,0
633,100,88,8,4
632,100,75,12,13
631,100,49,23,28
630,100,33,29,38
629,100,17,37,46
628,100,10,40,50
627,100,12,42,46
626,100,13,42,45
625,100,9,40,51
624,100,8,33,59
623,100,51,13,36
622,100,45,11,44
621,100,80,4,16
620,100,75,5,20
619,100,63,3,34
618,100,76,2,22
617,100,68,4,28
616,100,74,4,22
615,100,85,3,12
614,100,99,0,1
613,100,100,0,0
612,100,100,0,0
611,100,100,0,0
610,100,98,2,0
609,100,98,2,0
608,100,98,2,0
607,100,98,2,0
606,100,98,2,0
605,100,97,2,1
604,100,73,18,9
603,100,59,29,12
602,100,77,18,5
601,100,94,6,0
600,100,85,13,2
599,100,95,4,1
598,100,42,14,44
597,100,19,20,61
596,100,14,20,66
595,100,17,18,65
594,100,1,28,71
593,100,1,28,71
592,100,7,22,71
591,100,15,14,71
590,100,20,15,65
589,100,14,19,67
588,100,15,18,67
587,100,15,17,68
586,100,23,13,64
585,100,6,16,78
584,100,3,17,80
583,100,9,16,75
582,100,9,22,69
581,100,5,29,66
580,100,6,30,64
579,100,100,0,0
578,100,100,0,0
577,100,100,0,0
576,100,100,0,0
575,100,100,0,0
574,100,100,0,0
573,100,100,0,0
572,100,100,0,0
571,100,100,0,0
570,100,100,0,0
569,100,100,0,0
568,100,86,13,1
567,100,61,33,6
566,100,26,38,36
565,100,69,15,16
564,100,78,5,17
563,100,89,2,9
562,100,94,0,6
561,100,98,0,2
560,100,100,0,0
559,100,100,0,0
558,100,100,0,0
557,100,100,0,0
556,100,100,0,0
555,100,100,0,0
554,100,100,0,0
553,100,100,0,0
552,100,97,2,1
551,100,97,2,1
550,100,97,2,1
549,100,97,2,1
548,100,97,2,1
547,100,96,2,2
546,100,63,22,15
545,100,41,36,23
544,100,24,55,21
543,100,50,42,8
542,100,22,49,29
541,100,6,45,49
540,100,20,30,50
539,100,21,20,59
538,100,21,19,60
537,100,26,17,57
536,100,11,23,66
535,100,7,24,69
534,100,12,19,69
533,100,17,13,70
532,100,28,13,59
531,100,21,15,64
530,100,19,16,65
529,100,15,15,70
528,100,17,13,70
527,100,9,14,77
526,100,7,15,78
525,100,13,14,73
524,100,21,14,65
523,100,28,13,59
522,100,39,9,52
521,100,100,0,0
520,100,100,0,0
519,100,100,0,0
518,100,100,0,0
517,100,100,0,0
516,100,100,0,0
515,100,100,0,0
514,100,100,0,0
513,100,100,0,0
512,100,100,0,0
511,100,100,0,0
510,100,80,20,0
509,100,90,10,0
508,100,100,0,0
507,100,100,0,0
506,100,100,0,0
505,100,100,0,0
504,100,100,0,0
503,100,100,0,0
502,100,100,0,0
501,100,100,0,0
500,100,100,0,0
499,100,100,0,0
498,100,100,0,0
497,100,100,0,0
496,100,97,2,1
495,100,97,2,1
494,100,97,2,1
493,100,97,2,1
492,100,97,2,1
491,100,96,2,2
490,100,78,15,7
489,100,68,22,10
488,100,59,30,11
487,100,56,33,11
486,100,32,40,28
485,100,11,41,48
484,100,21,30,49
483,100,16,27,57
482,100,18,25,57
481,100,10,28,62
480,100,14,24,62
479,100,22,19,59
478,100,27,13,60
477,100,43,7,50
476,100,51,6,43
475,100,39,9,52
474,100,35,10,55
473,100,30,10,60
472,100,23,10,67
471,100,21,8,71
470,100,24,7,69
469,100,38,6,56
468,100,54,4,42
467,100,66,2,32
466,100,78,2,20
465,100,100,0,0
464,100,100,0,0
463,100,100,0,0
462,100,100,0,0
461,100,100,0,0
460,100,100,0,0
459,100,100,0,0
458,100,100,0,0
457,100,100,0,0
456,100,100,0,0
455,100,100,0,0
454,100,100,0,0
453,100,100,0,0
452,100,100,0,0
451,100,100,0,0
450,100,100,0,0
449,100,100,0,0
448,100,100,0,0
447,100,100,0,0
446,100,100,0,0
445,100,100,0,0
444,100,100,0,0
443,100,100,0,0
442,100,98,2,0
441,100,98,2,0
440,100,98,2,0
439,100,98,2,0
438,100,98,2,0
437,100,96,2,2
436,100,89,8,3
435,100,84,12,4
434,100,70,20,10
433,100,68,22,10
432,100,45,30,25
431,100,27,31,42
430,100,3,37,60
429,100,6,34,60
428,100,10,29,61
427,100,1,32,67
426,100,22,20,58
425,100,40,11,49
424,100,49,6,45
423,100,60,5,35
422,100,64,5,31
421,100,67,2,31
420,100,76,2,22
419,100,80,2,18
418,100,82,1,17
417,100,89,0,11
416,100,93,0,7
415,100,97,0,3
414,100,100,0,0
413,100,100,0,0
412,100,100,0,0
411,100,100,0,0
410,100,100,0,0
409,100,100,0,0
408,100,100,0,0
407,100,100,0,0
406,100,100,0,0
405,100,100,0,0
404,100,100,0,0
403,100,100,0,0
402,100,100,0,0
401,100,100,0,0
400,100,100,0,0
399,100,100,0,0
398,100,100,0,0
397,100,100,0,0
396,100,100,0,0
395,100,100,0,0
394,100,100,0,0
393,100,100,0,0
392,100,100,0,0
391,100,100,0,0
390,100,100,0,0
389,100,99,1,0
388,100,99,1,0
387,100,99,1,0
386,100,99,1,0
385,100,99,1,0
384,100,97,2,1
383,100,94,5,1
382,100,92,6,2
381,100,86,7,7
380,100,75,16,9
379,100,55,22,23
378,100,34,27,39
377,100,8,34,58
376,100,5,34,61
